longitude,latitude,junction_type,num_roads
103.858663,1.295066,t_shape,3
103.853407,1.30218,t_shape,3
103.853249,1.299239,x_shape,4
103.853166,1.299141,x_shape,4
103.857095,1.295388,x_shape,4
103.885774,1.31118,x_shape,4
103.884927,1.30914,t_shape,3
103.884656,1.309827,t_shape,3
103.882584,1.308843,t_shape,3
103.882641,1.306927,t_shape,3
103.882756,1.308432,t_shape,3
103.886285,1.309552,x_shape,4
103.852162,1.306529,x_shape,4
103.852396,1.306776,t_shape,3
103.853626,1.306905,t_shape,3
103.852567,1.307058,t_shape,3
103.848504,1.304821,t_shape,3
103.792834,1.310278,t_shape,3
103.838094,1.292793,t_shape,3
